"username","userid","mediacount","followers","followees","bio","url"
"m.mosleh.1992","6273624268",199,1822,423,"🇮🇷 🇮🇶 🇦🇿
دشمن هزار باشد
خدا یار باشد
🧿 مِنْ_شَرِّ_حَاسِدٍ_إِذَا_حَسَدَ 🧿",""
"pt.kungfu","51688760859",458,3498,7530,"رسانه پژوهش و تحقیقات هیات کونگ فو استان گیلان🚩
فنون مبارزه🔹️دفاع شخصی🔹️سلاح سرد🔹️شکستن اجسام🔹️کلاسهای کونگفو🔹️انگیزشی🔹️اخبار🔹️بیوگرافی مربیان🔹️",""
"saeed._hajian","7942422941",57,3161,693,"Kung fu.kempu👊👊
کمربندمشکی دان6
مربی رسمی فدراسیون کونگ فو
حافظ منابع طبیعی-دوست دارمحیط زیست-
"" همه ایران سرای من است""🇮🇷",""
"set.land1","54847877935",128,8276,18,"اسمم نازنین هست ❤️
از استان البرز هستم 😍
💥 شما لایق بهترین ها هستید👕
سفارش از طریق واتساپ و دایرکت👇
۰۹۳۳۲۶۱۱۸۳۵
ارسال سریع به سراسر ایران با
پست",""
"morteza_aghaieyan_official","8708507238",115,16023,754,"🥊Professional boxer
Official coach of the Boxing Federation
« اللَّهُمَّ لَا تَكِلْنِي إِلَى نَفْسِي طَرْفَةَ عَيْنٍ أَبَداً. »",""
"bahare.fitbody","11341553661",167,4760,175,"مربی رسمی فدراسیون🥇💪
با ۲۰ سال سابقه ی کاری👊
مربی درجه ۲ ایروبیک،بدنسازی،داور،اسپینینگ،آب درمانی،حرکات اصلاحی،پزشکی ورزشی،تغذیه،مکمل شناسی،کودکان و…",""
"yaser.eisaei","7572427792",81,3549,1100,"رئیس انجمن کونگ فو کمپو استان همدان",""
"ghasem.kahani","1641633662",22,22900,3477,"کارشناس ارشد مهندسی برق قدرت‌
کارشناس ارشد آسیب شناسی وتمرینات اصلاحی ‌
قهرمان آسیا
مربی حرفه ای وداور ووشو،کاراته
رئیس کمیته خواچوان ووشواستان تهران",""
"ramin.eghbali","1726648974",386,18131,872,"follow us~@snow.ski.school
دبیر کمیته اقلیتهای مذهبی هیئت اسکی تهران
مربی برتر پیست اسکی توچال
مربی درجه ۲ اسکی آلپاین
داور درجه ۳ فدراسیون اسکی",""
"tokima_gym","8008108021",12,1062,456,"باشگاه قهرمانان تو کی ما
صفحه مرکزی سازمان جهانی ورزش تو کی ما: @sport.tokima
آقایان: 09212350988
بانوان: 09127553078
تلفن ثابت: 02176792469",""
"nava_.muziic","54981828902",360,34100,26,"🕊خُـ﷽ـدا🕊
‌‌‌‌‌‌‌‌‌‌‌‌‌•♡⃟●━گلچین بهترینهای محلی واینستاگرام❤
«👈آهنگهای محلی و خاص💯
(پیجمون تازه تاسیس نیازبه حمایت داره🌹)
‌‌‌‌‌‌‌‌‌‌‌",""
"m.khajuei","2366638191",697,144000,1027,"🦋هو المصور🦋",""
"karate.kyoku","60201859730",505,32961,758,"مربی وداوردرجه ممتازکاراته
مدرس رسمی دوره های داوری و مربیگری
مربی بدنسازی فدراسیون پرورش اندام
مربی شنای فدراسیون نجات غریق
آموزش کاراته خصوصی عمومی",""
"moje_eteraz","51325961465",849,14589,64,"تنها زندان واقعی ترس است . و تنها آزادی واقعی ، رهایی از ترس است.
موج اعتراض در تلگرام : https://t.me/MHoseyni1983",""
"meysam_wea_pon","4032198153",16,6474,386,"Mylove.sh💓
Ghahreman jahan weapon 2017🏅
guitarist🎸
Kickboxing W. K. O
New kung fu🎖️
🌷👉 tricking 👈🌷
1999
@meysam_rezaii_org",""
"musicsevien","46048105376",1460,19400,4320,"Music
💥سوین هستم،مدیرپخش حال خوب💥
💥🎹🎵🎻صفحه ای برای عاشقان موزیک💥
💥!به قول نیچه بدون موسیقی، زندگی تنها یک اشتباه بزرگ است💥",""
"anaparche","8545495402",33,3522,15,"بورس انواع پارچه های برندوباکیفیت بانازلترین قیمت
ثبت سفارش:دایرکت و واتساپ در لینک زیر:","wa.me/989377302991"
"radiofarda","27817698",101910,3800000,6,"🔸TikTok: @radio.farda
🔸Telegram: @fardagram
🔸WhatsApp: +420 725 970 000
⬇️ کانال واتس‌اپ رادیوفردا",""
"samantalaa_restaurant","7148002567",910,59200,165,"Support by @aliyalan.ir
📍اندرزگو، بلوار صبا، نرسيده به پل رومي، رستوران سامان طلا
٠٢١٢٢٦٩٠٠٠٢☎️.
.
شماره ثبت :۳۶۲۷۵۸
.
شعبه دیگری نداریم 🌹",""
"sarvenaz_sanavi","9412256761",176,3357,1321,"مربی و داور اسنوبرد
❄️🏂Snowboard instructor🏂❄️
@onlineshop_mor",""
"surfing.arvand","9177503113",75,2588,1195,"ｓuｒｆｉｎｇ.ａｒｖａｎｄ
آموزش استندآپ پدل برد و قایقرانی
برگزاری کلاسهای آموزشی تخصصی
ازمبتدی تا حرفه ای
☟ارتباط سریع و آسان☟","wa.me/989307487787"
"behzad.rozdar599","55995644756",2125,9943,819,"پرسپولیس
پیج قبلی پرید لطفا حمایت کنید",""
"kichihome_shiraz","30820728826",6472,62500,1,"شعبه ۱.بین چهار راه سینما سعدی و ملاصدرا.خیابان برق ، داخل خیابان رو به روی نمایشگاه اتومبیل ونک قبل از کوچه 10
۰۹۱۷۸۹۶۸۲۸۸","t.me/kichi_bazar"
"partoo.f","8088354619",991,178000,27,"مجله علمی پرتو✨✨
مطالب‌ نابی از:
فیزیک(کوانتوم و نسبیت)،کیهان شناسی، تکنولوژی، فلسفه، ریاضی و ....!
پرتو، تفکری توام با چالش!","t.me/partoomagazine"
"raena_asadi","2267277485",337,10179,5284,"تا جايي
كه ميتوانيد سفر كنيد
به دور دست ترين
جاهايي كه
ميتوانيد برويد......
تا زمانيكه ميتوانيد.
يادتان باشد،،،
زندگي براي زيستن در
يك نقطه نيست...",""
"raharazaavi","1326009228",186,17261,2324,"",""
"checkmatiran","2011814277",368,1930,328,"جیوجیتسو برزیلی
شامل تمام فنون گلاویزی وقفل مفاصل،کاربردی‌ترین رشته رزمی برای مبارزه mma
⬛️🟥⬛️امید علی محمدی
⬛️🟥⬛️علی صفرعلیزاده
تماس: 989121156302+",""
"kamalan.bartar","51704981147",74,1545,2,"📺اخبار ورزشی استان گلستان
🎤مصاحبه های داغ با ورزشکاران و مربیان
📣پوشش نتایج واخبار ورزش های بخش کمالان",""
"ehsanfazliiii","7358659655",124,3644,2081,"Ehsan fazliosanlou
🏅برنده نشان عکس سال مطبوعاتی ایران در سال 99
مدرس دانشگاه
کارشناس ارشد عکاسی
عکاس خبرگزاری ایرنا
عکاس صنعتی و تبلیغاتی",""
"ferisar.ir","3274828039",2426,10200,4,"#رسانه_مجازی_فریسر
فریسَر(فریدونکنار،بابلسر)
اولین رسانه‌‌ مشترک #بابلسر،#فریدونکنار و حومه
گزارش،صدای‌ شهروند و‌ تبلیغ
👇صفحه جدید
@ferisar_ir",""
"guilan.golf","29342074614",288,1175,809,"🔺️اخبار مربوط به تمرینات ،مسابقات،جشنواره ها و آموزش گلف گیلان
🔺️تنها پیج رسمی استان گیلان
🔺️زیر نظر روابط عمومی هیات گلف گیلان",""
"majidnezami14","4003343938",593,2945,5467,"مدیر تربیت بدنی دانشگاه علوم پزشکی ایران
گزارشگر ورزشی سیما
عضو کمیته فنی فدراسیون تیراندازی
مربی و داور بین المللی تیراندازی و پاراتیراندازی",""
"armanomidiii","1769170949",270,5926,5043,"🌐🕊⚖
مدرس دانشگاه
موسس و مدیر مرکز کاریابی،مشاوره و کارآفرینی @karizmawork.ir
@ccmc_ngo موسس انجمن
مدیرعامل موسسه حقوقی‌و‌داوری",""
"maryam.zu","3587461334",129,2161,1104,"مربی و مدرس داور در رشته
برای تونیک.مربی ایروبیک، استپ،بوت‌کمپ، CX و بادی‌بالانس آمادگی جسمانی
مدیر باشگاه خانه برای تونیک درجهvip در سمنان
۳۳۳۴۷۹۰۵","tlgrm.me/havazii"
"yara_.accessories","45535856723",398,21500,264,"اینجا می تونی استایلت بسازی😎
📞09304338033
📍tehran",""
"iranwrestlingmedia","2207097229",9034,163365,378,"Wrestling News, photo & video Service
برای سفارش تبلیغات 👇
@iwm.ads",""
"volleyball.shoes.gallery","58773405967",152,4618,952,"والیبال🏐 بسکتبال🏀 هندبال🤾
💎صداقت ما=اعتماد شما=سرمایه ما💎
🚚 ارسال به سراسر ایران 🚚
تلگرام:
https://t.me/volleyball_shoes_giba",""
"ancient_fact1","9552312902",1755,1564352,103,"گذشته چراغ راه آینده است!
ارتباط👇","t.me/ancient_admin1"
"mariiyafit","8071976913",553,10600,1862,"🔰 کارشناس ارشد حرکت اصلاحی و آسیب شناسی ورزشی
🔰 مدرس دانشگاه اصفهان
🔰 مربی رسمی فدراسیون آمادگی جسمانی
🔰 مربی رسمی فدراسیون بدنسازی و پرورش اندام",""
"fitness_greenbody","7698741953",2461,71600,153,"🏅علیرضا نگهبان
▶️مربی فدراسیون بدنسازی
▶️مربی آمادگی جسمانی
▶️مربی ورزش کودکان
▶️مربی بین المللی فیتنس
▶️داور مچ اندازی
جهت دریافت برنامه = دایرکت",""
"masoudzaare_","32914482983",10,3431,1196,"ISNA 📑
Photojournalist 📸
Sports reporter ✏️
شروعی دوباره پیج پس از رفع مسدودی✌️",""
"sport_varzesh_amirfarokhshahr","8196060220",34,2428,4101,"🔹فرخ شهر خیابان هفده شهریور
🔹ارائه دهنده انواع کتونی،لباس ورزشی زنانه و مردانه،وسایل ورزشی
🔹09135941618👥📞بهامیر
🔹فروش آنلاین،ارسال به تمام نقاط کشور",""
"traffic.off","39291646990",1659,15500,59,"تولید کننده بهترین کیف و کفشهای به روز دخترانه🇮🇷
🏢ادرس: گنبد.طالقانی شرقی جنب آموزش پرورش (نبش کوچه۱۱)🚦
09399795442❤️⁩
فروش تک و عمده
ارسال همه روزه","t.me/kif_kafsh_traffic"
"track_and_field.ir","38426371499",393,11071,471,"This page for athletics lovers😎
⁦🇮🇷🇮🇷🇮🇷
#trackiran
#دوومیدانی #athletics #track_and_field",""
"fullkungfu_academy","28099850853",25,1175,290,"فول‌کونـگ‌فـو،
کیـک‌بوکسینـگ،
دفـاع‌شخصـی،
سلاح سـرد،
آمـادگی‌جسمـانی،
آکروبـات؛",""
"olimpiceagle","50262572942",26,1059,3384,"قهرمان چندین دوره لیگ استان تهران
چربی سوزی ، دفاع شخصی ، ایروبیک
تکواندو ، کیک بوکسینگ ، ژیمناستیک
چهاردانگه میدان درویش جنب مسجد جامع
09105545415",""
"tahmtan_plus","4748297185",498,14300,275,"🎥 آرشیو خاطرات جامعه ورزش کشور
@tahmtan_shop",""
"zolfghar_club","11638029567",174,1220,403,"Fight club roshandel🥊
*kick boxing🥇
*kung fu 🇮🇷
*MUAYTHAI 🇹🇭
*Self Defense 🥋
زیرنظر استاد محمدجوادروشندل
شاندرمن جنب کتابخانه عمومی
تلفن:09113845967",""
"arakibash","16617166341",404,22575,56,". فالو جهت معرفی می باشد🌹
. 💯 رسانه انتقادی اراک 💯
. کمپین مشکلات شهری اراک","t.me/mlk8p"
"iwsports","6118177264",1338,56629,405,"برگزیده جشنواره وب و موبایل ایران
وبگاه 👇",""
"fcperspolis__ak8","4707873591",4450,15900,116,"💯استوریهای پیج رو حتما ببینید💯
اطلاع رسانی بازی بعدی👇
هفته ۱۵ لیگ برتر🏆
پرسپولیس _ مس رفسنجان⚽️
دوشنبه۱۱ دی📆
⏰۱۷:۳۰
مس رفسنجان🏟",""
"aidendev","1573990363",43,22700,481,"Programmer & web developer
Founder of sarafbeynolmelal.com & istanbulgardi.org",""
"_mvpstore_","44889336598",1584,7243,2886,"MVP STORE
براى استعلام قیمت و سفارش به دايركت و يا به واتس اپ
مراجعه كنيد 📥
Whatsapp : +98-903 790 9312
#MVPSTORE
پیج دوّم : @_mvpcollection_",""
"newkungfubu","4071147992",73,6742,185,"هنرهای رزمی (نیو کونگ فو) ویژه بانوان
مینا آمیان رئیس انجمن نیو کونگ فو استان بوشهر
مربی و داور رسمی فدراسیون
جهت ثبت نام دایرکت📥",""
"shirinbehdarvandd","58158727599",74,3300,997,"Sazandegan_ basketball_ Academy 🇮🇷
🏀Basketball player🏀 (9)
Coach⛹🏻‍♀️",""
"alifrankie110","18910493696",225,2295,2766,"👉MECHANIC ENGINEERING
👉INDUSTRIAL MANAGMENT EXPERT
👉FIGHTING STYLE KUNG FU TOA 👊👊👊
👉FAMILIAR TO TECHNIGUES MARTIAL ARTS COMBINED
👉BOXER",""
"layupeg","6650873204",315,10500,19,"🏀 Layup Education Group
🇮🇷
⛹🏻 @farz7ad",""
"erfann.sh1","53204894348",42,3258,668,"𝑝ℎ𝑜𝑡𝑜𝑔𝑒𝑟𝑎𝑝ℎ𝑒𝑟👌
𝑠𝑡𝑟𝑒𝑒𝑡 𝑠𝑡𝑦𝑙𝑒/𝑚𝑜𝑑𝑒𝑙𝑖𝑛𝑔/𝑓𝑎𝑠ℎ𝑖𝑜𝑛
Tehran📍
🇮🇷🇹🇷
⭕️برای گرفتن عکس خفن و مشاوره رایگان دایرکت منتظرتم
#🤍","www.youtube.com/@erfanshemshaki"
"avertasportclub","62732577728",144,1215,42,"🏀حاضر در لیگ برتر بسکتبال کشور🏀",""
"seyedmohamadmousavi","445362869",227,1126869,184,"#seyedmohamadmousavi",""
"farzadsharifi20","1805690527",468,5293,964,"مربی وداور درجه 1 ساندا
دان۶فدراسیون ووشو
مربی باشگاه شهیدشیرزادشریفی 09173811184
آدرس باشگاه فارس لارستان شهرجدید۳۰متری فرمانداری بین بلوک ۳ و۴",""
"yousofnosh","46851114389",434,17100,187,"یوسف دریس محقق و پژوهشگر 🌴
تولیدکننده دمنوش خاص منضج و مسهل بلغم 🌟
نمایندگی مجاز دستگاه مغناطیسی آب تهران🌍
و پکیج زیبایی خورشید💥
مشاوره و مزاج شناسی 👇",""
"sport_mozhgan","15052866793",44,2387,771,"مــدرس زبان انگلیســےکارشناســے رشتــہ عـلوم‌ورزشے .مربــے وداورقــهرمانے چــندین دوره مسابقات ورزشے👑میکاپ آرتــیست ومــدیتیشنیست.💖🏊 next goal music💪",""
"khanedarie_emroozi","5685594363",6872,628000,0,"آموزش خانه داری و زندگی با شادی و تفاهم با کیانا 😍
با کلی مطالب آموزشی👌🏻
👩🏻‍🍳آشپزي
👩‍🌾خانه داري
👫همسرداري
🍀نگهداري گل
ارتباط با ادمین👇🏻",""
"pezeshki_beauti","11374243622",6797,363000,52,"بزرگترین مرجع تخصصی سلامت،زیبایی و روانشناسی👩‍⚕️
.
ثروت واقعی ، سلامتی است💯
ویژه بانوان♀
.
رزرو تبلیغات👈دایرکت",""
"hamiane_varzesh_shanderman","36157494983",187,1683,4019,"حامیان ورزش‌شاندرمن
اخبار‌ ورزش‌شاندرمن
ادمین رضا خوشبنده",""
"chinalfitness","5568515845",292,12600,96,"نمایندگی رسمی و انحصاری
Phantom Athhletics
Corefx
Hyperice
Normatec
Rocktape
Sklz
Weckmethod
Vertimax
Aquilosports
Velites
Sporcks
در ایران",""
"soran.ghamary","6616364971",85,2368,517,"National kickboxing wako team
Wako Asia Kickboxing Championship🥈🥉
International Kung Fu Championship🏅🏅
National Kung Fu Federation Championship🏅🏅🥈🥉🥉🥉",""
"master_kashfi","58395873297",94,10600,0,"این صفحه توسط ادمین اداره میشود
چهره ماندگار ورزش و فرهنگ
رئیس اسبق فدراسیون هنرهای رزمی
مدیرکل اسبق صداوسیمای کیش،خوزستان وفارس
بنیانگذار سبک تن جو",""
"dr_mehran_yousefi","21744822847",63,1787,288,"متخصص پزشکی ورزشی
درمان تخصصی و بدون جراحی دیسک کمر وگردن/خارپاشنه، زانو و شانه درد
طب سوزنی/امبدینگ/کاهش وزن
شهرکرد_فازسوم پاساژ میلاد
۰۹۱۳۰۰۶۸۸۰۷",""
"oron_taekwondo","60499867873",333,8286,601,"🛡فروشگاه ORON 🛡
❌تکواندو❌
🔥اولین تولید کننده لباس های مدرن تکواندو با آخرین تکنولوژی روز دنیا🔥
💎انگیزشی‌وآموزشی فروشگاهی💎
🥋ORON_TAEKWONDO🥋",""
"828fitclub","1743224823",1068,16000,150,"مجموعه ورزشی 828
📱0919-9009050
📍بلوار اندرزگو📍
8 am - 17 pm🙋🏻‍♀️
17 pm - 22 pm 🙋🏻‍♂️
.
#BeFitWith828
#828fitclub
#8to8fitclub",""
"alirekabizadeh","1777363573",238,2817,626,"مربی دفاع شخصی_کونگ فو_ آمادگی جسمانی
مسئول کونگ فوتوتایما خوزستان
Gold MEDAL in Martial arts inArmania2019🥇
Silver MEDAL of World cup in Iravan2019🥈",""
"istamgroup","1480483006",659,44600,495,"Folk dance kurmanci of North khorasan
(BOJNORD)
اماده تر از همیشه
از دهه ۷۰ تا کنون
✨
هماهنگی جهت اجرا
کلاس ها
09057854525 علیزاده",""
"basketball.bushehr","3799751056",1416,3750,35,"آدرس: بوشهر-خيابان معلم-مجموعه ورزشي شهيد صدوقي
تلفكس:٣٣٣٢٤٧١٨-٠٧٧
تنها پیج رسمی هیأت بسکتبال استان بوشهر در اینستگرام",""
"koshtikhuzestan","6725145766",275,7076,426,"پیج مستقل است و زیر نظر هیات استان نیست
انتشار اخبار وکلیپ مرتبط با کشتی خوزستان و ایران🤼‍♂️
َ حمایت از قهرمانان کشتی خوزستان
استوری 👇🤼#wrestling",""
"ping_pongir","17914772058",868,22171,203,"Teach pingpong🏓
۰۹۳۹۴۲۹۰۸۰۸-کسری اعتصامی
پردیس،فاز۱میدان عدالت،روبروی بانک مسکن،مجموعه ورزشی شاهین،سالن تنیس روی میز
#پینگ_پنگ #pingpong #tabletennis",""
"alikhajedezfooly.art","2121510085",518,20600,2565,"دانشجوی معماری 🏛
.
مبتلا به چوب🪵
.
خود آموز 🍀
.
اهواز🌴
.
🥏",""
"dr.seyed_sadegh_sallehi","3254399262",456,1287,472,"دکتری فیزیولوژی ورزشی
دان ۳ جودو 🥋
کارشناس و مشاور ورزشی
مسئول اداره ورزش و جوانان شهرستان اسلامشهر",""
"orginal.shoes.nasery","5632282446",865,17000,103,"انواع کفش های اورجینال اروپایی با برند های معتبر روز دنیا ارسال به تمام نقاط کشور
آدرس:مهاباد_تاناکورا_مجتمع تانامال_روبروی پارکینگ شهرداری",""
"omidiyeh.javan","8552571889",4042,50100,5684,"🔴پیج توسط( ادمین) مدیریت میشود 🔴
📷پرمخاطب ترین رسانه مردمی #امیدیه🚩
_
🔹پوشش اخبار شهرستان امیدیه و خبرهای مهم کشور
🔹مدیر رسانه : وحید مکوندی",""
"olympic.fa","48738875599",3737,58250,493,"🔵پوشش مسابقات ورزشی
.
🟡بررسی و تحلیل مسابقات ورزشی
.
🟢معرفی لینک پخش‌
.
🔴اخبار و حواشی ورزش
.
📈برای سفارش تبلیغ به دایرکت پیام دهید.
@olympicfa.shop",""
"pilatesmashhadstudio","4139223675",178,9680,110,"تابع قوانین اسلامی🇮🇷
اولین استودیو پیلاتس در ایران🥇
قدم به قدم دانش پیلاتس رو با ما ارتقاء بده 😎🔥
دکتر ساغردلشاد_دکترامیرمقدم
مدرسان درجه ۱ پیلاتس💫","pilatesmashhad.ir"
"jamal_esmi","5778904426",3155,23278,7639,"کوهنورد و طبیعت گرد و علاقمند به طبیعت و امدادگر
لیدر دماوند و کوههای ایران با ۳۰ سال تجربه",""
"mariw_.fighter","54316087749",61,12586,293,"▫️| taekwondo coach |
▫️| چقد مشغولم که از من،یک من بهتر به بار آید... |
▪️| 🖤༆🦊 |",""
"fireball.basketball.academy","3411786575",141,4028,2040,"تمرینات حرفه ای و متفاوت بسکتبال🏀🏀
فعالیت در تمامی ردهای سنی(پسران و دختران)
حاضر در لیگ بزرگسالان کشور
سرمربی: @coach.skillsbball
مربی : @p.b.coach",""
"javadnikgoftar_stunt","5865987791",122,2470,919,"💥قهرمان دفاع شخصی اسیا
➕مدرس و مربی بین المللی
🪐بدلکار فیلمهای اکشن
آموزش رشته های رزمی
سنگ نورد و کوهنورد
خلبان پاراگلایدر
کارشناس تربیت بدنی",""
"azerbaijan_mahnisi_20","13951685158",2557,151000,63,"@azerbaijan_mahnisi_20
🎼🎵 آذربایجانین اصیل موسيقي لری 🎧🎼
💙 سن یاریمین قاصیدی سن _ ایلن سنه چای دمیشم💙",""
"life_with_fateme","15188023312",15,8157,1020,"به اشتراک گذاشتن اخبار و اندار احوالات عجیب اطرافمون❤️
#متعهد 🧿🦋💑",""
"3zavar369","1903441765",272,69400,65,"از همه چیز و همه جا پست میزاریم💥☠️🤌
1994/4/14
You think that you think.but actually you''r listening👁",""
"mahlagha_jambozorg","1808501071",47,21900,427,"Iranian sport shooter
Olympian🇬🇧🇧🇷
Asian Games🥈🥈🥉
Asian Championships 🥈🥈
Summer Universiade 🥇🥈🥉🥉
Islamic Solidarity Games 🥉
💍 Amir❤","g.co/kgs/pua6nS"
"tehranm21","13061860518",833,12000,1135,"🌐 جدیدترین اتفاقات و اخبار مراکز تفریحی،دیدنی و تخفیف ها در #تهرانسر و منطقه۲۱
واردکانال تهران۲۱ شوید👇
با فیلترشکن واردشوید
#پروژه_عکاسی
⬇️",""
"peak_of__love","41808999639",1111,19900,60,"Album and
introduction of Iranian
and world mountaineers",""
"ashkananiha","17112989466",581,15800,3308,"✍️رسانه ی مردمی _ اجتماعی _ مستقل✍️
✌اتحاد و همدلی✌
❌این رسانه تنها در اینستاگرام درحال فعالیت میباشد❌",""
"atena.rauofii","7068189612",158,4673,73,"🇮🇷Iran Canoe Nationalteam🇮🇷
medalis Asian championship & whorld cup 2016🎖
🥇1Gold🥈4silver🥉2Boronz
Married💍 @mehrzad_rahmanzad",""
"yasiepee_diary","54094265418",26,2375,525,"دانشجوی تربیت بدنی 🎓📚
یذره اپه ایست 🤺🏅
مسجدسلیمان 🌞💛
اینجا صفحه ی کوچک فراغت و گاهی ورزشیِ منه🥰
خوشحالم که هستی ✨😇",""
"ali_baratz","1527643677",654,13395,568,"Pro climber since 1998
COACH
Asian Championship 🥇🥇🥇🥉
National Championship 🏅× 47
China Mastercup 🏅",""
"miladbabalian","1452886554",186,3326,622,"Rock climbing coach
Designer and maker rock climbing holds
@babholds",""
"mah_naziiighorbani","7557622261",298,3441,834,"📍🇹🇭
Try again👊🏽
Online personal trainer 💪🏽
BA in physical education📚🏋🏽‍♀️",""
"bojnord_mountaineering_board","47828891262",160,1105,1624,"هیئت کوهنوردی و صعودهای ورزشی
شهرستان بجنورد.
https://t.me/Bojnordmountaineeringboard",""
"laya.plv_","35197178686",59,1356,355,"Climber🧗‍♀️🥾
Archery🎯🏹
Teakwondo poomsae player 🥋🎖️
I never lose..either i win or i learn✨🔥
@mh_marjani 💍❤️",""
"mahbanou.khoshnoudi","7448935316",151,18100,377,"Civil Engineer
Former member of Iran archery national team
Asian championship🥈2021 & Asian Cup🥉2022
The fourth place in the World Cup qualifiers 2022",""
"her.sportt","61722439143",127,22977,327,"اینجا باکیفیترین و جدیدترین لباسهای ورزشی رو انتخاب کن 😍
ثبت سفا..رش =دای.رکت🥰
🔐Support:@satafkompani
ارسال به سراسر ایران ✈️",""
"gymnastic_pardisan","2149156030",418,5589,683,"🔺ژيمناستيك قهرماني 🏅در مجهزترين سالن غرب تهران
🔺زیر نظر مربی درجه یک وداور رسمی فدراسیون
🔺استاد دانشگاه پردیس نسیبه",""
"raze_jahan","6748210899",2678,2000000,37,"من رضا جهانم🦉 و قراره یه سفری متفاوت به اتفاقات
💫 گوشه کنار این جهانِ رازآلود داشته باشیم
همکاری👇","t.me/sunmedia_admin"
"horse_ariayi","30825897886",950,35700,98,"#اسب_عرب #اسب # #اسب_سواری #سوارکاری",""
"toluebam_2008","27880889796",3083,48100,6,"نشریه خبری تحلیلی استان کرمان
این سومین صفحه طلوع بم پس از حذف صفحه‌های ۴۰ و ۱۰۰ هزارتایی طلوع است
.
بم بلوار امام نبش ک۷
۴۴۳۲۰۱۹۵
سایت خبری طلوع ارگ","www.toluearg.ir"
"colored_gallery","55344946735",206,14900,109,"کالرید_گالری
کالریدی های عزیزم پیج قبلی از دسترس خارج شده اینجا کنارتون هستیم",""
"mod_sport1","5999503293",1257,9746,613,"▫️فروشگاه مُـد اسپرت▫️
📍اردبیل،شوراسنتر، طبقه ۱
ثبت سفارش تلگرام/واتس‌اپ/دایرکت 📥
ارسال به سراسر 🇮🇷
📱09303595520",""
"vatanbike","45614564486",873,59900,541,"🟢خرید و فروش و واردات انواع دوچرخه
🔵حضوری و آنلاین با ارسال
📍تهران نازی آباد مجتمع لوتوس مال طبقه منفی یک پلاک ۸۱
📞0912.930.2670📞0910.605.6005📞","tehran.iran"
"mamak_sanaie","53322263343",72,3299,556,"«گَر نداری دانشِ ترکیب رنگ
بین گل ها زشت یا زیبا مَکُن»
۰
استایل و اندکی روزمرگی❤️🫶🏻",""
"alireza_.rix","49893322643",35,12400,571,"‌‌🐷
❤️🚀به نام اللّه🚀❤️
♥️🏍️پیج تک چرخ🏍️♥️
🔝15🔝
🩸مرودشت🩸
♥️تک سوار بی ادعا♥️",""
"koohnavardane.azar","51182012635",149,1844,4165,"سلام به دوستان و همنوردان عزیز
این صفحه اینستاگرامی به منظور اشتراک گذاری تصاویر زیبای طبیعت گردی شمادوستان می باشد",""
"ahidlife","22230224277",279,5090,401,"یه خانواده سه نفره با کلی ماجرای طنزوچالشی :)
با ما همراه شو شاید بتونم یه لبخندرولبت بیارم🤗🤍
تجربیاتمم برات هایلایت میکنم 🫶🏻",""
"asbe_kurd1","31013931561",624,15074,48,"🏆پيج معرفى بهترين نژاد هاى كرد🏆
🎗باهمراهى ما بهترين هارا بشناسيد🎗
💵تبليغات بابازدهى بالا دايركت💵",""
"charkhiran1","8725753227",426,31154,4319,"🚴‍♂️چرخیران|فروشگاه آنلاین🚴‍♂️
⬜️عرضه کننده قطعات و لوازم جانبی دوچرخه⬜️
(سابقه فعالیت 20 ساله)
▫️ارسال به سراسر کشور▫️
سفارش از طریق‌ وبسایت","www.charkhiran1.ir"
"mammutshop","4787298546",10721,55302,7032,"پوشاک و لوازم تخصصی کوهنوردی و اسکی
سفارش در دایرکت
امکان پرداخت درب منزل
https://t.me/mammut1400
09331223041
با ما خاص و اورجینال بپوشید⁦",""
"bikeshop.takrecord","57845114372",65,5333,283,"بهترین و با کیفیت ترین دوچرخه ها و قطعات برای امینت و آرامش شما عزیزان❤️
با ما همراه باشین 💪","maps.app.goo.gl/pyVsWkMLeNPrbAoY7?g_st=ic"
"mazanijan.ir","54181725545",292,60100,220,"صدمِلک جَهون مِه اتامازرون نبونه😍
میبریمتون به اصالتی که بایدحفظش کرد‌⭐️
همراه مون باشیدباطبیعت مازرون و عکس وفیلم هایی که توسط خودم ثبت‌میشه🍃🪵",""
"alireza.mohamdi_","11814420160",42,2307,865,"﮼خدایا‌تو‌بساز‌توبسازی‌قشنگه🤍🌎
@arayeshi_alisam ﮼پیج‌کاری",""
"kafshe_orginal.mahabad","4433228290",1172,6333,163,"😍عکس‌از‌شماکتونی‌ازما💎
انواع‌کتونی‌وبوت‌اورجینال‌رانینگ‌وخیابانی‌و…
تعویض‌تا‌۳روز🤝
💯پیج پشتیبانی @katoni_radan","t.me/katoniorginalmahabad"
"persiansport_mashhad","37962584035",213,3337,17,"فروش تردمیل دوچرخه ثابت الپتیکال
بسته بندی و ارسال به تمام نقاط کشور
مشهد،میدان جانباز،برج های پاژ،ساختمان مرکز خرید،طبقه+۳",""
"confectionery_venos_mahbobi","54589864112",551,1496,5149,"پخش تکی ارسال به تمامی نقاط کشور
آدرس:تهران_خیابان ۱۵ خرداد شرقی
شماره تماس:
ادمین تکی خانم محبوبی :0905/0951526
ادمین عمده آقای محبوبی :0921/4051526",""
